Time,TargetLocked,VisionDriveActive,Distance,DistanceError,AngleError,Speed,Omega
3.040132,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.060118,1,0,9.473957,0.526043,-17.252632,0.000000,0.000000
3.080117,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.100109,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.120094,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.140608,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.160124,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.180120,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.200190,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.220152,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.240275,1,0,9.473957,0.526043,-17.252632,0.000000,0.000000
3.260239,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.280070,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.301202,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.320130,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.340130,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.360097,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.380127,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.400127,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.420162,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.440197,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.460102,1,0,9.494593,0.505407,-17.079681,0.000000,0.000000
3.480457,1,0,9.473957,0.526043,-17.252632,0.000000,0.000000
3.500149,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.520314,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.540135,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.560123,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.580264,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.600110,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.620132,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.640105,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.660314,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.680167,1,0,9.473957,0.526043,-17.252632,0.000000,0.000000
3.700169,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.720177,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.740138,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.760166,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.780129,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.800320,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.820410,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.840158,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.860126,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.880295,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.900279,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.920609,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.940342,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
3.960173,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
3.980227,1,0,9.473957,0.526043,-17.252632,0.000000,0.000000
4.000501,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.020363,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.040345,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.060176,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.080085,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.101158,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.120217,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.140791,1,0,9.473957,0.526043,-17.252632,0.000000,0.000000
4.160216,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.180227,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.200085,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.220098,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.240150,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.260167,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.280186,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.300425,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.320136,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.340169,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.360132,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.380140,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.400384,1,0,9.473957,0.526043,-17.252632,0.000000,0.000000
4.420479,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.440319,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.460263,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.480204,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.500147,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.520163,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.540156,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.560097,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.580723,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.601109,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.620187,1,0,9.473957,0.526043,-17.252632,0.000000,0.000000
4.640192,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.660107,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.680138,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.700132,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.720148,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.740141,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.760166,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.781145,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.800144,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.820129,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.840153,1,0,9.473957,0.526043,-17.252632,0.000000,0.000000
4.860137,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.880101,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.900191,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.920095,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.940131,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
4.960104,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
4.980122,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
5.000118,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
5.020098,1,0,9.473957,0.526043,-17.252632,0.000000,0.000000
5.040148,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
5.060124,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
5.080075,1,0,9.473957,0.526043,-17.252632,0.000000,0.000000
5.100188,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
5.120187,1,0,9.473957,0.526043,-17.252632,0.000000,0.000000
5.140155,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
5.160646,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
5.180241,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
5.200200,1,0,9.473957,0.526043,-17.252632,0.000000,0.000000
5.220152,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
5.240180,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
5.260143,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
5.280416,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
5.300142,1,0,9.479925,0.520075,-17.254028,0.000000,0.000000
5.320144,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
5.340601,1,0,9.485890,0.514110,-17.255432,0.000000,0.000000
5.360599,1,1,9.485890,0.514110,-15.255432,0.000000,0.387488
5.380138,1,1,9.485890,0.514110,-15.255432,0.000000,0.393590
5.400138,1,1,9.485890,0.514110,-15.255432,0.000000,0.399692
5.420616,1,1,9.479925,0.520075,-15.254028,0.000000,0.405759
5.440205,1,1,9.485890,0.514110,-15.255432,0.000000,0.411896
5.460409,1,1,9.505602,0.494398,-15.025009,0.000000,0.412146
5.480189,1,1,9.455902,0.544098,-14.847496,0.000000,0.413647
5.500415,1,1,9.454470,0.545530,-14.191635,0.000000,0.402927
5.520370,1,1,9.450603,0.549397,-13.712616,0.000000,0.396436
5.540768,1,1,9.399941,0.600059,-13.445618,0.000000,0.395140
5.560412,1,1,9.399941,0.600059,-13.445618,0.000000,0.400518
5.580176,1,1,9.677424,0.322576,-11.619034,0.000000,0.359501
5.600126,1,1,9.713664,0.286336,-10.978745,0.000000,0.347885
5.620176,1,1,9.611317,0.388683,-10.149658,0.000000,0.331218
5.640115,1,1,9.713664,0.286336,-9.804947,0.000000,0.326522
5.660117,1,1,9.749136,0.250864,-8.897255,0.000000,0.307389
5.680178,1,1,9.744726,0.255274,-8.500725,0.000000,0.300876
5.700749,1,1,9.794143,0.205857,-7.711227,0.000000,0.284223
5.720131,1,1,9.850154,0.149846,-7.111839,0.000000,0.272083
5.740145,1,1,9.837389,0.162611,-7.054810,0.000000,0.273479
5.760143,1,1,9.825449,0.174551,-6.227760,0.000000,0.255294
5.780134,1,1,9.824264,0.175736,-6.126045,0.000000,0.255201
5.800267,1,1,9.943804,0.056196,-5.808968,0.000000,0.249598
5.820168,1,1,9.887071,0.112929,-5.426224,0.000000,0.242200
5.840173,1,1,9.929727,0.070273,-5.467216,0.000000,0.245412
5.860150,1,1,9.824264,0.175736,-5.320534,0.000000,0.243873
5.880150,1,1,9.824264,0.175736,-5.320534,0.000000,0.246001
5.900114,1,1,9.824264,0.175736,-5.320534,0.000000,0.248129
5.920161,1,1,9.872788,0.127212,-5.323334,0.000000,0.250329
5.940173,1,1,9.872788,0.127212,-5.323334,0.000000,0.252458
5.960083,1,1,9.872788,0.127212,-5.323334,0.000000,0.254587
5.980187,1,1,9.875109,0.124891,-5.124100,0.000000,0.251656
6.000192,1,1,9.873541,0.126459,-5.124001,0.000000,0.253703
6.020133,1,1,9.873541,0.126459,-5.124001,0.000000,0.255753
6.040178,1,1,9.873541,0.126459,-5.124001,0.000000,0.257802
6.060096,1,1,9.912078,0.087922,-5.181847,0.000000,0.261321
6.081615,1,1,9.873541,0.126459,-5.124001,0.000000,0.261925
6.100172,1,1,9.873541,0.126459,-5.124001,0.000000,0.263974
6.120176,1,1,9.871976,0.128024,-5.123901,0.000000,0.266021
6.140174,1,1,9.873541,0.126459,-5.124001,0.000000,0.268073
6.162629,1,1,9.873541,0.126459,-5.124001,0.000000,0.270123
6.180108,1,1,9.886120,0.113880,-5.162621,0.000000,0.273154
6.200608,1,1,9.883766,0.116234,-5.162415,0.000000,0.275213
6.220114,1,1,9.883766,0.116234,-5.162415,0.000000,0.277278
6.240140,1,1,9.867325,0.132675,-5.160957,0.000000,0.279306
6.260125,1,1,9.883766,0.116234,-5.162415,0.000000,0.281408
6.280116,1,1,9.914398,0.085602,-5.165115,0.000000,0.283541
6.300154,1,1,9.875480,0.124520,-5.021866,0.000000,0.281969
6.320154,1,1,9.873162,0.126838,-5.021729,0.000000,0.283974
6.340098,1,1,9.871620,0.128380,-5.021645,0.000000,0.285981
6.360169,1,1,9.883255,0.116745,-5.059563,0.000000,0.288952
6.380301,1,1,9.883255,0.116745,-5.059563,0.000000,0.290976
6.400157,1,1,9.911306,0.088694,-4.777710,0.000000,0.285841
6.420162,1,1,9.883766,0.116234,-4.758278,0.000000,0.287259
6.440124,1,1,9.873162,0.126838,-4.617355,0.000000,0.285582
6.460148,1,1,9.902554,0.097446,-4.619064,0.000000,0.287473
6.480156,1,1,9.863203,0.136797,-4.653488,0.000000,0.290195
6.500119,1,1,9.824264,0.175736,-4.512100,0.000000,0.288465
6.520117,1,1,9.871976,0.128024,-4.314819,0.000000,0.285259
6.540179,1,1,9.883766,0.116234,-4.353455,0.000000,0.287966
6.560141,1,1,9.883766,0.116234,-4.353455,0.000000,0.289707
6.580129,1,1,9.875480,0.124520,-4.212433,0.000000,0.287867
6.600178,1,1,9.883255,0.116745,-4.250259,0.000000,0.290513
6.620095,1,1,9.925445,0.074555,-3.912460,0.000000,0.283633
6.640418,1,1,10.004728,-0.004728,-4.101189,-0.000000,0.289991
6.660505,1,1,9.966523,0.033477,-3.955315,0.000000,0.287927
6.680112,1,1,9.966523,0.033477,-3.955315,0.000000,0.289509
6.700295,1,1,9.921176,0.078824,-3.809425,0.000000,0.287385
6.720210,1,1,9.963501,0.036499,-3.652565,0.000000,0.284925
6.740403,1,1,9.979008,0.020992,-3.606224,0.000000,0.285209
6.760129,1,1,10.027320,-0.027320,-3.337044,-0.000000,0.279814
6.780135,1,1,9.989150,0.010850,-3.377365,0.000000,0.282173
6.800527,1,1,9.937746,0.062254,-3.358994,0.000000,0.283057
6.820115,1,1,9.937746,0.062254,-3.358994,0.000000,0.284401
6.840627,1,1,9.989945,0.010055,-3.173988,0.000000,0.281045
6.860221,1,1,9.979008,0.020992,-3.199692,0.000000,0.282968
6.880478,1,1,10.027320,-0.027320,-2.930153,-0.000000,0.277401
6.900349,1,1,10.018613,-0.018613,-3.241631,-0.000000,0.286485
6.920172,1,1,9.991543,0.008457,-3.053040,0.000000,0.282991
6.940168,1,1,9.991543,0.008457,-3.053040,0.000000,0.284213
6.960120,1,1,9.991543,0.008457,-3.053040,0.000000,0.285434
6.980357,1,1,9.950544,0.049456,-2.766899,0.000000,0.279387
7.000177,1,1,9.989952,0.010048,-2.766899,0.000000,0.280494
7.020149,1,1,9.938947,0.061053,-2.749870,0.000000,0.281168
7.040138,1,1,9.979008,0.020992,-2.792641,0.000000,0.283354
7.060115,1,1,10.027320,-0.027320,-2.522774,-0.000000,0.277617
7.080170,1,1,10.028916,-0.028916,-2.689514,-0.000000,0.282861
7.100184,1,1,9.991540,0.008460,-2.645798,0.000000,0.282827
7.120242,1,1,9.990748,0.009252,-2.645782,0.000000,0.283885
7.140190,1,1,9.989945,0.010055,-2.645760,0.000000,0.284942
7.161438,1,1,9.950544,0.049456,-2.502579,0.000000,0.282364
7.181132,1,1,10.031066,-0.031066,-2.345024,-0.000000,0.279363
7.200188,1,1,9.991540,0.008460,-2.442009,0.000000,0.282764
7.220260,1,1,10.133926,-0.133926,-2.169426,-0.000000,0.276818
7.240132,1,1,10.028484,-0.028484,-2.215591,-0.000000,0.278858
7.260132,1,1,9.989150,0.010850,-2.155396,0.000000,0.278215
7.280208,1,1,10.061855,-0.061855,-2.383751,-0.000000,0.284878
7.300156,1,1,9.989945,0.010055,-2.155365,0.000000,0.280030
7.320163,1,1,9.991540,0.008460,-2.238098,0.000000,0.282994
7.340217,1,1,9.991540,0.008460,-2.238098,0.000000,0.283889
7.360115,1,1,9.991540,0.008460,-2.238098,0.000000,0.284784
7.380721,1,1,9.991540,0.008460,-2.238098,0.000000,0.285679
7.400195,1,1,9.991540,0.008460,-2.238098,0.000000,0.286575
7.420097,1,1,9.950544,0.049456,-2.094711,0.000000,0.283828
7.440104,1,1,9.950544,0.049456,-2.094711,0.000000,0.284666
7.460112,1,1,9.939751,0.060249,-1.934265,0.000000,0.281428
7.480087,1,1,9.939751,0.060249,-1.934265,0.000000,0.282202
7.500952,1,1,9.938947,0.061053,-1.934235,0.000000,0.282975
7.520400,1,1,10.066786,-0.066786,-1.767143,-0.000000,0.279504
7.540108,1,1,10.066786,-0.066786,-1.767143,-0.000000,0.280211
7.560178,1,1,10.066786,-0.066786,-1.767143,-0.000000,0.280918
7.580162,1,1,10.066786,-0.066786,-1.767143,-0.000000,0.281625
7.600490,1,1,9.991358,0.008642,-1.932671,0.000000,0.286536
7.620292,1,1,9.979008,0.020992,-1.977104,0.000000,0.288438
7.640173,1,1,9.989945,0.010055,-1.747154,0.000000,0.283388
7.660197,1,1,10.028916,-0.028916,-1.706566,-0.000000,0.283056
7.680439,1,1,10.030515,-0.030515,-1.706474,-0.000000,0.283736
7.700109,1,1,9.990748,0.009252,-1.829933,0.000000,0.287555
7.720114,1,1,9.990748,0.009252,-1.829933,0.000000,0.288287
7.740439,1,1,9.950544,0.049456,-1.686432,0.000000,0.285374
7.761080,1,1,10.080474,-0.080474,-1.540245,-0.000000,0.282335
7.780129,1,1,9.991358,0.008642,-1.524239,0.000000,0.282545
7.800131,1,1,10.084113,-0.084113,-1.526993,-0.000000,0.283224
7.820235,1,1,9.989945,0.010055,-1.338554,0.000000,0.279049
7.840146,1,1,10.068566,-0.068566,-1.254272,-0.000000,0.277444
7.860178,1,1,9.990748,0.009252,-1.421402,0.000000,0.282190
7.880162,1,1,9.950544,0.049456,-1.277771,0.000000,0.279111
7.900194,1,1,9.950544,0.049456,-1.073318,0.000000,0.274429
